"","p_value","morans_test_statistic","morans_I","q_value","pseudotime_module"
"365",0.928777490285914,-1.46674653246742,-0.0125806030424698,0.94601354634305,1
"366",0.0482557318488129,1.66200653743379,0.0128416756797243,0.245112750009861,1
"367",0.758382618324825,-0.701109369807886,-0.00656991691484927,0.865565738565442,1
"368",1.70617374132172e-07,5.09912079357707,0.0356740735266817,4.94220756230235e-06,1
"369",0.479314312518161,0.051874585248681,-0.000599273587030306,0.850919438863987,1
"370",0.499523836891001,0.00119356419574375,-0.000883263383786744,0.850919438863987,1
"371",0.365623684123498,0.343466726749502,-0.000814271723182029,0.799564317882573,1
"372",5.02104641518221e-05,3.88957258998604,0.0312540573322148,0.000889052144651311,1
"373",NA,NA,NA,1,1
"374",NA,NA,NA,1,1
"375",0.621651743334231,-0.309821746665775,-0.00298251044035416,0.850919438863987,1
"376",0.600859908485277,-0.255573499817988,-0.00298955340427513,0.850919438863987,1
"377",0.00170802500812697,2.92758560976406,0.0232121803273986,0.018338371035989,1
"378",0.62255075188961,-0.312186888183376,-0.000964285714285714,0.850919438863987,1
"379",0.225278650958727,0.754486244654,0.00533179489787165,0.628557738696924,1
"380",0.175151225265444,0.934002796372557,0.00458483649301664,0.550650756508554,1
"381",0.0469103129764941,1.67557930133936,0.0128628445824356,0.240626661720643,1
"382",0.598099526963892,-0.248431005967542,-0.00291394479756299,0.850919438863987,1
"383",6.86485690532405e-13,7.08675094999029,0.0576922656151393,3.86042261774704e-11,1
"384",0.866543894502696,-1.11020148969856,-0.00983883075331988,0.911502533785304,1
"385",NA,NA,NA,1,1
"386",0.021823626570808,2.01746266769772,0.0156772844396836,0.139665077667763,1
"387",NA,NA,NA,1,1
"388",NA,NA,NA,1,1
"389",0.0695785523306299,1.4789371821099,0.0112561264549589,0.310183808041125,1
"390",NA,NA,NA,1,1
"391",0.619956996838125,-0.305367848383836,-0.00304135941851074,0.850919438863987,1
"392",0.0421866750100014,1.72585584541056,0.0133263391073894,0.224093649761582,1
"393",0.782442042687604,-0.780467220458525,-0.00107142857142858,0.874462918450165,1
"394",0.448742720529604,0.12883849967037,0.000137216799330546,0.850919438863987,1
