"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"Cul3",0.570493000154466,0.439255671027781,0.450118769654924,1,0.0126764077234975,0.306208477321237,0.335834204536325,0.293842364617791,0.278871070165607,0.265297600703231,0.255431792081343,0.239474661486958,0.223969815210446,0.215471968157624,0.213627530064276,0.2035475137073,0.190195863346618,0.265263916674937,0
"Atg16l1",0.948173660408611,0.793323569760416,0.781059556662567,1,0.0247586651601716,0.666346803426309,0.742347272415946,0.647688818205157,0.568364230628674,0.445573051408483,0.518163661736497,0.455287479351237,0.384853733930278,0.341054671088933,0.357576448186673,0.358486070743438,0.319983515545219,0.403632834188951,0
"Vps4b",0.535122525086903,0.396860636666164,0.407481898214005,1,0.0200318646661525,0.288412212436681,0.301956577424485,0.258686864472914,0.245950174618997,0.234939929920238,0.222365749705224,0.206807840025581,0.192799216966507,0.183856189958718,0.178808560842371,0.167509399113788,0.163571183659098,0.234351052237407,0
"Ccdc93",0.718269576645956,0.579037365239898,0.584097912771733,1,0.110212512034978,0.424037746455501,0.499974910160361,0.445687975041762,0.415729907211065,0.365891999260413,0.388269001921858,0.380076690214197,0.351488918306076,0.326236345887166,0.319174098007399,0.302429143983135,0.260718097778231,0.330765176938315,0
"Ivns1abp",0.657203802683311,0.527603942271701,0.539712914591045,1,0.0642430378423035,0.367577411594356,0.433660484452874,0.387981341712136,0.366291927494794,0.33358138503824,0.341666811356204,0.333973081487398,0.314042619279026,0.2995037081573,0.296060206527827,0.278539673063559,0.237052207753717,0.306679331712003,0
"Gm10848",0.685571449530139,0.554927646781753,0.559298620659479,1,0,0.346721936378916,0.407692318779777,0.352350402425621,0.329911947678235,0.312797006066627,0.30250865466039,0.284992224318502,0.26829210411846,0.259912369794013,0.260012797314932,0.252076603718222,0.237630952411594,0.316929519534437,0.0370365928049851
"Baz2b",0.781065782540991,0.636783100442157,0.6350044292618,1,0.117214837601507,0.488644308632427,0.569791293647713,0.504226834483884,0.460673469645322,0.388034983118849,0.428671431982013,0.412825295691858,0.372186512379419,0.335636461642034,0.331211336507253,0.320092886840839,0.279750388879464,0.350616522520572,0
"Gpr155",0.74408017144574,0.618829119489165,0.620576176306833,1,0,0.422264938636919,0.509801583897543,0.442168458250169,0.399298494963397,0.349451125133722,0.368980885706302,0.355956708231063,0.329813536757471,0.312098919999255,0.309735358246922,0.295486410167109,0.256582213457839,0.331203051070955,0.0140239251821945
"Prdm11",0.81418743175647,0.676148700634452,0.671674210731658,1,0.0103518507689098,0.510535215843758,0.598323080256574,0.51710213198026,0.453913092764069,0.369490428667563,0.4177030045919,0.394589657270189,0.351934030381082,0.320121018527328,0.318862757296112,0.309660938210529,0.271855767980288,0.350958382465766,0
"Dnajc24",0.732421816904715,0.604827289987528,0.603021820467343,1,0,0.368647772719478,0.440878959484798,0.379981031638144,0.35338356955774,0.333707936345314,0.324366302719919,0.306279053736349,0.2886906992312,0.280308772382504,0.281575560874202,0.274229273275427,0.256577371174351,0.337284204053449,0.0460046016933869
"Snta1",0.720911417638422,0.594890298870647,0.599725623269819,1,0,0.401370390561056,0.486882936126941,0.42355985793069,0.385603780805636,0.339929293141879,0.35624009948469,0.344572978475853,0.320110806926389,0.303411585106608,0.30089544416381,0.285792405753903,0.246038272849122,0.319504030939057,0.00460849994219061
"Cpne1",0.632049465165016,0.509334326904501,0.520112287382889,1,0,0.3321993256907,0.387722106896084,0.339766903847564,0.319661017064526,0.300299167480564,0.294663756639384,0.279598081970262,0.262833855873807,0.254589154514895,0.255863863905989,0.246853017551988,0.221597791130368,0.295043533238428,0.0128472672026307
"Ralgapb",0.513390022506708,0.371294445807823,0.382395467222905,1,0.0202591068061874,0.272252216055625,0.278198272703951,0.232486156945976,0.221427147826932,0.210774692356271,0.196965611207292,0.182275020732629,0.169369246104598,0.160321351858975,0.15386030609531,0.142779722960475,0.1430501371299,0.206087477049587,0
"P2ry13",0.954389181673417,0.745935056145512,0.771598945749327,1,0,0.386938946201518,0.467818111226416,0.387110733175015,0.359404836780221,0.335577098084806,0.309712982208885,0.285775163475413,0.265727621597861,0.252772381286995,0.247406921495996,0.238985211951211,0.24419527599695,0.355751628846386,0.0500382788666507
"Adamtsl4",0.253737579013546,0.22740320001779,0.222681737115395,1,0.963533528411184,0.129657158295922,0.187105426477794,0.174650365740889,0.142557932817375,0.119747185242584,0.10143265972212,0.0861474499005809,0.0739587860455586,0.0638489406908259,0.0563904613070267,0.0512543258054041,0.0408876012974256,0.0179792789095556,0
"Slc22a15",0.140844256473456,0.149870684004891,0.289739638042088,1,0,0.0818218041758727,0.0923677433977969,0.0772810939593969,0.0708418390944932,0.060581627930279,0.0485794375738272,0.0373586185591787,0.0290797533826276,0.0240433062859705,0.0213827334872712,0.020336532014308,0.0205891114574975,0.0222690780416142,0.0259325121247233
"Bcas2",0.487169353130973,0.436320460561139,0.419625305723353,1,0.183592888327672,0.312977549244261,0.337961507921067,0.325178715887041,0.312268814146123,0.294332109908669,0.277310589546668,0.262852505408402,0.251164931745967,0.246684938549208,0.249950367974633,0.244077622863846,0.22521049481731,0.295782134864512,0
"Lrig2",0.601508213902367,0.467664651077107,0.478408915559452,1,0,0.311845529613749,0.350425243906299,0.30398237303308,0.287173689231068,0.273204470418852,0.262665635875699,0.246172012390156,0.230534453982471,0.22204308768439,0.220382878257077,0.210931344616964,0.199094276196106,0.275760808948221,0.00975078501763988
"Cdc14a",0.819846214442288,0.69121341726034,0.682803344026904,1,0,0.499554158986179,0.586807211516438,0.50365201496183,0.441183651929408,0.373222865708812,0.4079812402066,0.387591040922375,0.353229421987271,0.330720805094534,0.329682971339187,0.318921382813778,0.282404449605622,0.363292096500535,0.0281058257418293
"Adgrl2",0.488677251460993,0.326557361370901,0.3442785180228,1,0,0.220532423992178,0.216689780581203,0.167982365074882,0.161486564685084,0.149104981713828,0.133947053858592,0.121777241819365,0.111535097988949,0.103472409140652,0.0968763643401842,0.0901999237549801,0.0979425768986085,0.130055256652948,0.00343720551655665
"Tyw3",0.236162438628976,0.239664268074691,0.444370817257749,1,0,0.112344688024317,0.12412521466418,0.110999045888213,0.102658851493422,0.0926563674673336,0.0814648918461186,0.0695933537380424,0.0577283493646643,0.0477042508006157,0.0413281157082174,0.0393584278484779,0.040633921482832,0.0421452769052722,0.0425372132123856
"Smap2",0.94854965690102,0.793126218782881,0.778277023185926,1,0.193384929544378,0.684018653277335,0.753338087589633,0.675668309723839,0.626534913744038,0.519877063553232,0.584280417075745,0.521501395921334,0.444295452408472,0.3738411161921,0.396561660129367,0.393204131563086,0.346112452608989,0.417943835917909,0
"Ago1",0.570111236186874,0.434701681820345,0.445864589246984,1,0.0055903272168738,0.300510110335202,0.328484256061334,0.284770341971252,0.269833254347315,0.257112609789442,0.246076217836796,0.229860830281646,0.214670592843632,0.206014933876242,0.203257769959252,0.192964316049754,0.183265142653544,0.25883146341489,0
"Gmeb1",0.787012623212745,0.661209092001799,0.656951698415979,1,0,0.463294029672928,0.551931061623682,0.475837357719285,0.422793928148375,0.364275234148781,0.390920839083875,0.374500051834999,0.344542738764267,0.324656814962086,0.322856511559152,0.31037611125417,0.27292009882606,0.350697197948828,0.0256931494155888
"Pdik1l",0.683389954356827,0.485381859381457,0.552860401390699,1,0,0.2847976755017,0.316155025056808,0.260232924986896,0.248405917588284,0.232636657074047,0.214352333893949,0.199177658895463,0.186554394410083,0.177398827001941,0.171338923169945,0.164571189937787,0.171240286776467,0.230546666882012,0.0539187626165313
"Ephb2",0.135037604118568,0.145020131917352,0.28436199053301,1,0,0.0809458621348108,0.0911242422301037,0.0761746906541946,0.0698202222947447,0.0595370941362994,0.0476060633844153,0.0365928761141293,0.0286047096963708,0.0238208392782809,0.021317757216044,0.020333459768925,0.0205647507192344,0.0221454205897436,0.0256379398979952
"Sh2d5",0.132758284885594,0.133512780990365,0.173125506134892,1,0.0046543866736359,0.075060672102174,0.0837317181986455,0.0677912501997872,0.0583637182663688,0.0487608573353864,0.0384463699837831,0.0274580404503559,0.016880231425801,0.00832626943956707,0.00275305545598567,0.000161674783516328,0,0.00167921508921097,0.00467531762249762
"Slc2a5",0.650908313535018,0.520460941045841,0.532731624130527,1,0.0816908218488963,0.366557747523639,0.428929426384936,0.385908982948122,0.366311410571838,0.335073514487478,0.342268662472217,0.335061888769147,0.315476002714418,0.300938658073938,0.297242533139989,0.279385576240951,0.237658135904445,0.307117656663246,0
"Abcb4",0.817776111322021,0.696308968652685,0.684787541881235,1,0,0.469870408709584,0.558135868217914,0.478383684167809,0.425222737807404,0.376729040451628,0.39465539130542,0.37697484387255,0.350445217101132,0.33536958811716,0.335770822886194,0.324435095105835,0.288625457468226,0.368935370126687,0.046532300233691
"Fam185a",0.289950912827651,0.325729402707857,0.538583190334394,1,0,0.145457521531449,0.153465913107512,0.143591714420042,0.136956267610574,0.125449169709996,0.11234799057936,0.100236357807517,0.0897232696978007,0.081740288463636,0.0771418838272355,0.077199064323566,0.0860476738601176,0.100091556439408,0.0498187415847032
"Stx2",0.684197046959714,0.562596892137849,0.571427935545806,1,0,0.367670485435114,0.444775536846109,0.389145197698979,0.360291830890611,0.32744591353947,0.333221646120735,0.321563636879488,0.301761877790663,0.290159226603273,0.290181188123309,0.276539160849152,0.238374764279727,0.309839342116706,0.00946436959081149
"Mlxipl",0.703020547921732,0.564654897061085,0.571256361856559,1,0.11707639574563,0.410802483444739,0.483364363333265,0.432764976883467,0.406626498580062,0.362178115392758,0.380401289378121,0.373358581136347,0.347161333400629,0.324229565651814,0.317198258823776,0.299432811265904,0.257253078198022,0.32699525369782,0
"Tsc22d4",0.864536143111196,0.715617320736572,0.707954156978112,1,0.0952424562365408,0.581074919957152,0.662244022638544,0.58356756436174,0.523213337130725,0.419878842120416,0.48413151184396,0.448271747174237,0.389712444402211,0.340885653572429,0.347011812227783,0.34323312398942,0.303468047871846,0.377021021834712,0
"Gm15527",0.563994311706184,0.332763165600715,0.411547780842904,1,0,0.190168664432325,0.184261072238554,0.154652047848163,0.150475386315532,0.138335858087293,0.126440513516239,0.11694489274173,0.108997925254,0.102987350469459,0.0990587568308733,0.0985489758998197,0.10593816294917,0.112261992380053,0.0670177272142716
"Vamp1",0.635944381129897,0.510433143750914,0.524385487663497,1,0.0421227621919637,0.349283231157099,0.409891508365246,0.366073180579712,0.346264692537131,0.318817028382376,0.321972184945908,0.312473266912259,0.29438774732057,0.282990024998711,0.282004249600195,0.266811076012175,0.227561414609546,0.297259573791751,0
"Etnk1",0.696945370201861,0.560191029552979,0.56771105661359,1,0.102610015351032,0.404144835879298,0.476855222162733,0.426349545308072,0.400231955123884,0.357055371318873,0.374129041852236,0.367066822843557,0.341908418687273,0.320374825356773,0.313739893180545,0.295786852091498,0.253680784315364,0.323524998194635,0
"Usf2",0.680767037373982,0.56156158096332,0.567776715651047,1,0,0.357077795721045,0.425644838820029,0.371403726129614,0.346659652867329,0.324109671483664,0.320184819794476,0.304962629243431,0.287478453128663,0.279129596103128,0.281174132385026,0.27243666565404,0.244709614394913,0.318109763607816,0.0312862537260389
"Siglecg",0.0967798930417349,0.106090043396294,0.205669260365576,1,0,0.0684409360574747,0.0773602285184875,0.0617762555589373,0.055790396729178,0.0462250283605325,0.0351690290795111,0.0245942241679937,0.0166549633724381,0.0117879894566811,0.00920864869618063,0.00816129439811332,0.00830107595328298,0.00969810091417297,0.0127883418561573
"Cd33",0.528799501298356,0.394591531086109,0.402875955794807,1,0.0345487753525376,0.293702091410014,0.305273265587692,0.264024848942443,0.251496708748446,0.240356979060759,0.228247767411457,0.212707448150634,0.198524629851661,0.189604050365369,0.184733846126529,0.173153534419726,0.168057065202963,0.238358695286297,0
"Ano5",0.0914007616478935,0.0541341668258083,0.393621018651999,1,0,0.102335211163886,0.0970670365641298,0.0902367083565802,0.0840958896359971,0.0750371540434984,0.0660355511026185,0.0585489809349593,0.0540927048443477,0.0519468568615904,0.050963141424811,0.0504905183657997,0.0503626500502716,0.0507427726257095,0.0520219454894324
"Lrrc28",0.727487037651806,0.443605870343285,0.617472626474921,1,0,0.229065132066876,0.245747725343095,0.209427799889089,0.201145172504695,0.18570144868677,0.170415569790423,0.158239696498744,0.148213678962837,0.140650037472868,0.135743202816739,0.134998754058181,0.14577347796114,0.160975298656452,0.0891913985427862
"Usp35",0.52542683672222,0.392104058390844,0.399652707343184,1,0.0397063170723575,0.294275267239857,0.304640585390188,0.263778142453013,0.251415810029721,0.240290240327566,0.228169606089006,0.212674547109167,0.198518842308419,0.189575787210765,0.18459332249186,0.172884066614558,0.167891950761434,0.237626650762546,0
"Fchsd2",0.921080682327521,0.654380072002698,0.777746163132532,1,0,0.320506944331419,0.377948408602173,0.312654684399802,0.293599774385399,0.270371826093448,0.245673232057471,0.225889494839599,0.209813322748808,0.198248616391354,0.191372532888844,0.186709191411958,0.200692786137567,0.264414426625011,0.0696278731130065
"Pde3b",0.672652195034966,0.547251140084917,0.547195690813836,1,0.695655281409048,0.368085660549513,0.448634982969264,0.413881171839006,0.409447048469817,0.394293142335617,0.382911993695831,0.374762258154401,0.355703308810713,0.341775863932687,0.340808174301635,0.325930307536386,0.285404242021287,0.372869640698003,0
"Tmc7",0.499298769901588,0.353451209045308,0.364962543520755,1,0.0174673613590956,0.256934775616388,0.258480786723992,0.210854085847831,0.201309046926533,0.190347540653077,0.175838271171289,0.161945565761815,0.14988861021573,0.140939917209437,0.1339268685124,0.123738233204421,0.126841889832637,0.180966659610583,0
"Il21r",0.647689681845142,0.519508603594391,0.53247161355311,1,0.0590122940523577,0.36025472896177,0.423693004094762,0.379335463184736,0.358799711820792,0.328373848149187,0.334455542209339,0.326299017860535,0.307229716443703,0.293961756140843,0.291387376159262,0.274491058012671,0.233542854398754,0.303100303663084,0
"Gmip",0.692025483076199,0.560375348012226,0.569180966102708,1,0.0523483319048231,0.392104354167922,0.468685945842156,0.415085455149855,0.386049135739644,0.343789316255597,0.359211100511779,0.350898004371025,0.327291097423292,0.3088611675373,0.303958770226628,0.286579481462898,0.245140868264942,0.315761010730327,0
"Nr3c2",0.776685820451346,0.635191778278106,0.634594118189622,1,0.0816780005847122,0.481554157179143,0.565262994159991,0.497586164453025,0.451231908263607,0.378064891684568,0.418657456247561,0.402811462982015,0.363549936747443,0.329446584871368,0.324949482965971,0.31341620447769,0.273646352554539,0.345868991950284,0
"Il15",0.588777603889091,0.464074780606882,0.476937247738163,1,0.0171536332348344,0.318593872494874,0.359013092147672,0.317762149637754,0.301659424604009,0.284538935668855,0.278020437292752,0.2633369949656,0.247066468205634,0.238693824953209,0.239020714341275,0.229206985803142,0.205394911593553,0.278806116447072,0
"Ntpcr",0.770276807380687,0.632379342805158,0.632749426019198,1,0.0473150980669128,0.469949986190728,0.556042009702331,0.48647112491804,0.438033570234378,0.367076724735884,0.405238057088162,0.389800535082929,0.352967401685364,0.32251580687259,0.31801686206962,0.30570238594701,0.266343441860857,0.340188291002469,0
"Cep164",0.490013915800129,0.493315472954373,0.574460107752515,1,0.0245150481721473,0.239161606364279,0.268647207381536,0.242410087116721,0.227683680438666,0.208695223606694,0.18798109841318,0.170017383307488,0.155189532926155,0.145097377656065,0.140571925955892,0.135502922106778,0.133376873335437,0.211023549927806,0
"Sin3a",0.550470528747484,0.425408210309237,0.435197405340022,1,0.0608651708787341,0.316658668861106,0.337910024687441,0.302644649567226,0.290000267695145,0.27566970880717,0.267043783028128,0.252089608471064,0.236432367317397,0.227825224814348,0.226263788778616,0.215336651431178,0.197128969571985,0.270771993139073,0
"Arid3b",0.559259470241474,0.431009270380735,0.441485487064075,1,0.0311444229116106,0.31003950989341,0.335421776810354,0.296471844864216,0.282535405652343,0.268771475471385,0.259524781568655,0.244004447541759,0.228483400831237,0.219988310998703,0.218274900782314,0.207871417422313,0.192538296475299,0.266651320872489,0
"Snapc5",0.217378171594532,0.217225399445096,0.244022635599887,1,0.0533577376422525,0.151587965754651,0.145970485120009,0.136969638051403,0.131484412634085,0.11965406400222,0.106742371522051,0.0956863348398827,0.0863490893508918,0.0790238279327916,0.0736817161250235,0.0709564225519664,0.0822925840368029,0.0861518195101105,0
"Dpp8",0.972528749846845,0.815950167408708,0.800474718654794,1,0.000505852434511123,0.688408656052242,0.759587403620969,0.657185278653808,0.56570576322255,0.443181621630179,0.51354473036321,0.445856556844034,0.376869895302612,0.339683846061291,0.356480962518681,0.358215301554907,0.320958581663413,0.410599312605032,0
"Mras",0.210083842417334,0.215272410997697,0.294488014631268,1,0.00930763558408856,0.123555330152004,0.116864812959871,0.108666013132034,0.104404774000718,0.0935242073094418,0.0812731039246528,0.0705368788459299,0.0614604732922229,0.05441547970038,0.0497664587595081,0.0487969715298161,0.057662947944135,0.0599509587379223,0
"Rad54l2",0.529237664941317,0.395795718170774,0.403829849692779,1,0.0368838569947386,0.295309256666078,0.307081368267558,0.266285807641169,0.253732814204004,0.242496625142444,0.230545317914199,0.214980624016027,0.200708564517784,0.191804837373203,0.187076031513223,0.175482009270722,0.169868900353028,0.240408139720831,0
"Golga4",0.679948799344131,0.555069790549916,0.564879011036657,1,0.00680997487476399,0.36837579232224,0.445544669100538,0.390775365760871,0.361972525051822,0.326448540744715,0.334973346590786,0.324533531065062,0.303879362254018,0.290613519557666,0.289223241275013,0.273942207808576,0.234032618783649,0.305419094190682,0
"Sec63",0.790345048289418,0.649449505823846,0.647874898043975,1,0.0614458180531257,0.494416123171538,0.579843159998768,0.508088201864326,0.456366601613772,0.37737317360186,0.422296029692498,0.403744935064028,0.362239473064811,0.327352796334079,0.324071832960337,0.313737137073704,0.274599849198821,0.348346025232324,0
"Grik2",0.545746878213604,0.420722224538333,0.429682391735058,1,0.0677442537292691,0.316491667957071,0.335355759571824,0.300528023616389,0.288193632151323,0.274188072492942,0.265190751571316,0.25015250596564,0.234580112285048,0.225917973945739,0.223999737948614,0.212848657383695,0.195741928023219,0.269304119566901,0
"Vrk2",0.775783058821605,0.646854026679038,0.644930627605225,1,0,0.457781637171665,0.546758940867453,0.472228942984142,0.420041730429945,0.357996009901015,0.387643391050365,0.371743128009227,0.340273407117251,0.318075262094204,0.315357620884536,0.302486836396391,0.264253818660564,0.341390293549783,0.0124673160585085
"Havcr2",0.726607708866069,0.591423239107452,0.596351443723461,1,0.056801326932873,0.425388257506177,0.507448199582804,0.447127073189971,0.41047639872392,0.356258635007864,0.38122290555667,0.37108360702681,0.342042990818676,0.317961059559578,0.312079279557905,0.296237685420068,0.255504843411665,0.327177949786638,0
"9930111J21Rik2",0.539711700150996,0.418798837083059,0.422059649611922,1,0.192043320538277,0.329479680804012,0.345238712703795,0.314664266669896,0.304970049705196,0.290158294442708,0.279535769476619,0.264665968829247,0.248779263217516,0.239435754325232,0.236275294191181,0.223102676828914,0.206122585381899,0.281011089240177,0
"Fnip1",0.940051202688654,0.781109491657083,0.758628910874798,1,0.58182621505742,0.619066293734907,0.701117320359693,0.641610137450234,0.602758760863774,0.545302902531512,0.574688664073297,0.541610467584832,0.474691204803416,0.410350797936511,0.418978248143842,0.41673814832824,0.365359734252574,0.436386103005462,0
"Mfap3",0.980774345625746,0.821406793518867,0.807926248834346,1,0.0583496320031475,0.706074342031842,0.778277321236379,0.689172223425444,0.62480715040299,0.499687291931875,0.569080859056543,0.490780022575392,0.409238319339176,0.356335148333658,0.381644744246444,0.382920125011113,0.340914498423411,0.4211551729519,0
"Pik3r5",0.923927083125249,0.771921608472179,0.761059332148288,1,0.0273208390776534,0.640117262361118,0.718765474600511,0.62614761925289,0.548514478349323,0.429661213556394,0.501766123552947,0.447365243328684,0.381065963085245,0.337349296814993,0.350333439391819,0.349956302464661,0.311805677809086,0.394094103909018,0
"Usp32",0.64111716166272,0.511931403652206,0.524954022040677,1,0.0790491590106611,0.36004265038886,0.419351559749396,0.377889028483064,0.359494916991746,0.330369856881917,0.33572969739074,0.328122192233293,0.309326574197222,0.295925602268888,0.292987524951739,0.275669166992315,0.23443122430788,0.30385671836547,0
"Msi2",0.858834949150863,0.708259409465064,0.698789723497382,1,0.163240075396773,0.577094513578547,0.65452481656388,0.58138345257292,0.528685327995416,0.433922124574076,0.49237339560737,0.459896007552716,0.402233261396941,0.35019129747609,0.355543550156087,0.351033183300553,0.309571846851175,0.379928499476992,0
"Dnajc7",0.628685122823704,0.501621133115848,0.515595555789411,1,0.068409552727153,0.351055131491533,0.406793832988039,0.366514198089222,0.349063348256352,0.322449959151147,0.325443729199017,0.316851216187232,0.298926723504277,0.287049834194627,0.285332801668979,0.269260429913089,0.229299221261005,0.298784907292786,0
"Rundc1",0.154195101520852,0.149751177029643,0.171029347581042,1,0.0131881747489576,0.0878978028027014,0.0912973753430236,0.0784938945778129,0.0677875915239039,0.0564656699197081,0.0455399174706101,0.0348502226591555,0.0245505086825739,0.0157238270298849,0.00961210516462148,0.00646849682074655,0.00462631820368049,0.00218641254655784,0
"Fmnl1",0.966929173419841,0.797971842458497,0.777043119660262,1,0,0.431386357422176,0.525571269238667,0.438807710309538,0.402594734981734,0.378950354644508,0.358306193724455,0.333455233250929,0.311926652754395,0.300205816281644,0.298898133598497,0.290919805869715,0.286814919237242,0.402337169948171,0.0521027045962667
"Mrps7",0.597124128776629,0.473959901565279,0.487930867027476,1,0.0227934303020307,0.324620701249287,0.36945268916734,0.328470492191532,0.311942744208958,0.292802297155416,0.288206298204739,0.274635605490657,0.258100527390042,0.249495287510933,0.250272703297736,0.239788099832224,0.211089572249767,0.283177329299378,0
"Pnn",0.648417504214689,0.523368570035809,0.536454147533108,1,0.0279118673908792,0.352982278300072,0.419117133744866,0.371910817462137,0.349583206978654,0.320134306320989,0.324537000802546,0.314734310397893,0.296073110474298,0.284364527608823,0.283425042713125,0.268300567520208,0.228882804849906,0.298915971223094,0
"Zfyve1",0.538339266346717,0.407423227422619,0.41578413061715,1,0.0397925553693718,0.302514479024093,0.318052010925761,0.278860884152445,0.265941646454312,0.253956518150417,0.242975112759526,0.22730370832642,0.212506002208684,0.203751419326932,0.200105919441061,0.188805367704652,0.179734977634317,0.25217535454215,0
"Gm46367",0.641938967661885,0.516731642519322,0.530312874291883,1,0.0341346661785502,0.350725344732228,0.414122483363172,0.368581895673201,0.347527845520092,0.319167296279589,0.322864351208312,0.313178018262367,0.294836907771365,0.283340585248384,0.282426617879138,0.267320107668959,0.228035918657376,0.297887258669103,0
"Gpatch2l",0.935884763742276,0.788705383782759,0.772377135766566,1,0,0.645940406578583,0.718738087164596,0.615094714241504,0.521453039418488,0.413106779814109,0.478739917345704,0.428489463872432,0.371539185273261,0.339735512176775,0.348950136449182,0.347325966212724,0.312153261379773,0.40254758841063,0.0162054363486406
"Nrxn3",0.358632674807821,0.386236129364384,0.513502861847592,1,0,0.186334548475409,0.1965297421216,0.1834952204503,0.176679114879374,0.163540306060221,0.147448439046326,0.133211531558026,0.1212550221783,0.112541898087468,0.107627860717475,0.102630864302044,0.100147828525108,0.157030155577539,0.0100332313358866
"Rps6ka5",0.896148723141256,0.753774626164225,0.740439278610036,1,0,0.599688192992893,0.678712545583923,0.581171200690016,0.496387165486953,0.39564704467377,0.456583183924754,0.417106176473426,0.365486407394279,0.333731813781356,0.338937861988958,0.334717508576213,0.299157667898388,0.386315320874916,0.0144392831234383
"Vrk1",0.595764165848176,0.472771699859582,0.487188528477742,1,0.0334309166016276,0.327399654749865,0.371500051783738,0.331935046332363,0.31597173613109,0.296256249704032,0.29240793566929,0.279532665048747,0.262971746820256,0.254143301199681,0.254803292557977,0.243684170432773,0.213070725121029,0.284555772260553,0
"Gm40841",0.519846877659318,0.384504800676041,0.392329300497627,1,0.0358429756260294,0.288149068701116,0.296502643795071,0.254224841499046,0.242203960946262,0.231384950527086,0.218677033610687,0.203384911587795,0.18962434899607,0.180606760147651,0.1750032280574,0.163294855086783,0.160267997204475,0.22808702971231,0
"Mrps27",0.792644575271118,0.665062161618006,0.65422484462346,1,0,0.395993914762669,0.478225087768904,0.409666109595884,0.377717342871383,0.355373035720376,0.346602289967995,0.327404977990386,0.308617157046652,0.299979338138298,0.302093949859229,0.295073367212332,0.275248508946322,0.359769660949632,0.0527772490678508
"4833420G17Rik",0.867072248804642,0.721983854293414,0.7142472597538,1,0.0234814573507913,0.575345783266175,0.659229663821439,0.571817944764278,0.499577347510133,0.395245004648464,0.458972741660093,0.42277326548141,0.368073437039118,0.328613719276503,0.333221112681705,0.328843532864855,0.291318879340284,0.371745296835066,0
"Gm26655",0.0825388262341597,0.0857807553278504,0.246561512585328,1,0,0.073348755090326,0.0795870462695676,0.066920109986727,0.0613531594786702,0.0517202001595211,0.0412139170212187,0.0319967796312811,0.0258861526280541,0.0225765939388229,0.0209697542675584,0.0203248469245554,0.0203821697347449,0.0212555964673816,0.0233907425050877
"Kcnma1",0.797377242941135,0.642356162825633,0.636049918513781,1,0.410203305960709,0.488069448709104,0.56044526934319,0.511979501626621,0.489567626631037,0.444740383811739,0.462921836712593,0.451940695101682,0.410552482828978,0.372025099761812,0.367439329801224,0.356144692368019,0.311207027333772,0.380654069203598,0
"Dleu2",0.792517389912835,0.668227410316484,0.662611670174364,1,0,0.464351883439593,0.55284575362421,0.476126356194252,0.423140638217979,0.36714951643189,0.391635044908225,0.375038815811203,0.346071535603696,0.327517055657105,0.326230438816543,0.313938633616648,0.276848377200356,0.354977534356903,0.0317910015812603
"Ndfip2",0.86104850966426,0.736681636755703,0.717733073011613,1,0,0.502996265221731,0.589371343289592,0.50112417271641,0.439547543747132,0.388228000705215,0.409127552932,0.388382653355285,0.359801144375985,0.344241923666701,0.345334396108996,0.335017780697716,0.300051277916532,0.385228071099375,0.0506946873479888
"Lifr",0.627551441943476,0.498298764717579,0.511223091611751,1,0.107714585637667,0.356871550264188,0.408728419305577,0.371932690707058,0.356812414645744,0.330523311527864,0.333637736850393,0.326226967976578,0.308096885701133,0.295180100608954,0.292356259753824,0.275084369799995,0.234000729698428,0.303619898035444,0
"Il7r",0.16647632859213,0.162524899580613,0.205950361939932,1,0.00124598055467423,0.0875101947736397,0.0895184290421793,0.078101425652641,0.0691628039239082,0.0582123228595071,0.0473413815891827,0.0367437492120771,0.026543180757098,0.017898993860237,0.0121904339527111,0.00984059135100898,0.00850161856336654,0.00457289252700511,0
"Klhl38",0.105681090249185,0.115342663717177,0.212775766731419,1,0,0.0701888906518301,0.0796598265224921,0.0639685803020102,0.0577801152065122,0.0481441026856811,0.0369232910207001,0.0261145022205913,0.0178953023195883,0.0127869059338766,0.0100546872559151,0.00894873087625597,0.00911908614023873,0.010637147065448,0.013941360216078
"Fam91a1",0.685719582683809,0.558436422515576,0.567920751251473,1,0.0210382325187379,0.378353584695377,0.456159135957283,0.401330460024554,0.371795576161448,0.333071552072769,0.344725789686962,0.335171547212483,0.313336110591175,0.298093993450535,0.295267849146093,0.278930201094594,0.238213663476845,0.309383470156671,0
"Myc",0.107618299913616,0.0639447927591494,0.524510536488283,1,0,0.122978086156102,0.11111028850498,0.105793191882899,0.0986625967916965,0.0888953569982959,0.0795113094267015,0.0720340851537156,0.067830279417902,0.0659052040951195,0.0650277619245845,0.0645636744191658,0.0643934834374531,0.0647307388421155,0.0660069647340984
"Mfsd3",0.114857258644119,0.0375673343013742,0.67456967440989,1,0,0.135553985054546,0.116218073956808,0.113350888715343,0.105461368292609,0.0954848068045817,0.0862404487800864,0.0786971330402452,0.0743656995720059,0.0723016039236584,0.0712777886770345,0.0706576011682775,0.0703310753213596,0.0705398323279857,0.0717438385290145
"Arhgap39",0.769587676904494,0.620812857830103,0.618231475795503,1,0.224858614363076,0.476326712928744,0.549788780791404,0.49398443568472,0.463207907845576,0.405696408824227,0.434486644101814,0.422847984848974,0.38479473690674,0.349026327853275,0.343156453516224,0.33036793731701,0.287944909747588,0.356864508649857,0
