,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Z1,Z2
Kmt2c,-0.31287825,-0.36746258,-0.43791467,-0.53681266,-0.57698345,-0.50623167,-0.49679,-0.49114996,-0.48590553,-0.4992044,-0.52629876,-0.5489377,-0.57757795,-0.6244018,-0.61012936,-0.672266,-0.6708171,-0.5812107,1.0813084,-1.093335747718811,0.7683092355728149
Babam2,0.5288737,0.25238305,0.18178354,0.21948792,0.6710132,-0.31656647,-0.087098636,0.017731234,-0.005700782,-0.02690196,-0.05787292,-0.11264196,-0.17814857,-0.22796616,-0.25050715,-0.27341685,-0.35746622,-0.2526228,-0.93697625,1.106397271156311,-0.6259857416152954
Prr14l,0.54440254,0.2795241,0.21162538,0.14721327,0.75522673,-0.24585973,-0.08022047,0.034820676,0.01691334,1.8179417e-06,-0.026923597,-0.082349874,-0.15134668,-0.20332003,-0.22330236,-0.2422238,-0.33627492,-0.23442873,-0.94024795,1.2176587581634521,-0.6017125844955444
Lcorl,0.7346638,0.53337365,0.46481842,0.23619048,0.6762924,0.17311011,0.27922148,0.35604095,0.2494577,0.23617883,0.24429543,0.22209053,0.14695959,0.04952757,-0.0048618317,-0.022954367,-0.1409007,-0.06502334,-0.9485855,1.808001160621643,0.02344319224357605
0610040J01Rik,-0.10360748,-0.18595478,-0.08480971,-0.26582265,-0.7393943,-0.33893573,-0.32967806,-0.32642943,-0.3460896,-0.3602168,-0.36542517,-0.368823,-0.37111226,-0.37568432,-0.38743407,-0.42963433,-0.47217202,-0.4016118,1.0210298,-0.6144970655441284,0.8384023904800415
Pds5a,0.71968275,0.48407638,0.39327216,0.3852533,0.4132173,-0.12505712,0.19094442,0.25927287,0.15257497,0.14585428,0.12688585,0.059240714,-0.04005316,-0.11216067,-0.13488184,-0.14303546,-0.25103235,-0.16525191,-0.9404745,1.2667135000228882,-0.013949096202850342
Rhoh,0.49751788,0.23017387,0.13145389,-0.3533588,-0.97407854,-0.07779276,-0.0071724206,-0.033348,-0.116627015,-0.10162778,-0.033557467,0.11423777,-0.02290459,-0.048487335,-0.042237327,-0.015654638,-0.07318153,0.00048160553,-0.9200222,0.1961752474308014,0.834755539894104
Atp8a1,0.85653883,0.6445949,0.54565424,0.548598,-0.548948,0.51190174,0.5209564,0.31552148,0.3185727,0.3231206,0.38430208,0.3885393,0.39003193,0.3733434,0.34989774,0.29989886,0.14075662,0.18668671,-0.9849303,1.297488808631897,1.1180362701416016
Tec,0.30754077,-0.018826075,-0.13351198,-0.48266804,-0.90823025,-0.28116292,-0.19411379,-0.15174404,-0.20904312,-0.27539846,-0.26858944,-0.2393748,-0.288095,-0.32126063,-0.31636629,-0.27961725,-0.27305102,-0.34997052,-0.84936595,-0.12551170587539673,0.31478771567344666
Fip1l1,0.3378427,0.014785171,-0.065343715,-0.4294762,-0.9209666,-0.26708698,-0.16553414,-0.11898756,-0.18217058,-0.24241154,-0.21925437,-0.1419404,-0.21330762,-0.2576933,-0.25457627,-0.21440816,-0.2104968,-0.18019277,-0.86892456,-0.06250736862421036,0.5050634145736694
Chic2,0.7092313,0.39036047,0.31374007,-0.011439368,-1.028089,0.1207151,0.1424721,0.04944448,0.029327303,-0.12628897,-0.024588965,-0.071444124,-0.16501594,-0.20937619,-0.23428099,-0.25897986,-0.3125617,-0.19289573,-0.8865352,0.3060744106769562,0.3910331428050995
Anxa3,-0.55188364,-0.55386174,-0.7183507,-0.69316417,1.0352997,-0.23987845,-0.5597125,-0.5903863,-0.62517476,-0.6401174,-0.6693091,-0.70871323,-0.7679561,-0.80153275,-0.8084791,-0.80440956,-0.78307164,-0.8121918,-0.82998425,-0.9892820715904236,-0.5758939981460571
Bmp2k,-0.46641552,-0.5717744,-0.6124302,-0.64574975,-0.62715423,-0.6197008,-0.60961133,-0.6045016,-0.61524993,-0.6392879,-0.6632296,-0.6726994,-0.69013804,-0.712885,-0.67855334,-0.7566835,-0.7762648,-0.6822695,1.0695153,-1.3919600248336792,0.5758500099182129
Hnrnpd,-0.099728964,-0.26754138,-0.28194273,-0.31612158,0.86624676,-0.3772168,-0.32522243,-0.42482936,-0.44821244,-0.45078474,-0.46764475,-0.4876241,-0.50880057,-0.53094226,-0.5547901,-0.5808259,-0.6085224,-0.63542914,-0.67794746,0.9916408061981201,-2.3420469760894775
Cds1,0.17502595,-0.0138129145,-0.057174683,-0.26290646,0.8737686,0.05611317,-0.111132376,-0.2380661,-0.21006122,-0.14857693,-0.14976801,-0.17924328,-0.22507533,-0.2678943,-0.29291615,-0.31539062,-0.38374263,-0.2921273,-0.93688524,1.5924872159957886,-1.6651493310928345
Wdfy3,0.7190538,0.46238643,0.3773123,-0.1483561,-1.0001075,0.13450433,0.28796476,0.12235303,0.112072125,0.2426499,0.26271856,0.08988528,0.12232493,0.19458528,0.24542485,0.2733801,0.17242132,0.18859409,-0.954302,0.5972210764884949,1.2280950546264648
Gm42517,0.75445044,0.34890223,-0.6475682,-0.8861026,-0.898974,-0.9291599,-0.9497885,-0.91055685,-0.9061428,-0.91562927,-0.9321974,-0.94892615,-0.95886236,-0.96569866,-0.97472024,-0.9845965,-0.98517317,-0.96202725,-0.970704,-1.1350926160812378,-2.935751438140869
Fbrsl1,0.20972921,-0.13155553,-0.15031919,-0.42276007,-0.86655295,-0.3534436,-0.22264831,-0.17085096,-0.20607013,-0.26618218,-0.27566242,-0.24632517,-0.28322124,-0.32279047,-0.33051777,-0.29948705,-0.28831965,-0.21861847,-0.8710391,-0.20442581176757812,0.48142972588539124
Ttc28,0.8111595,0.5646236,0.47132152,0.6026308,-0.37909514,0.31958824,0.43650806,0.25396085,0.24468134,0.23042287,0.21461256,0.16036333,0.092112735,0.014310226,-0.024720266,-0.03174281,-0.14135085,-0.07876235,-0.9408813,1.1136223077774048,0.4941500723361969
Hps4,-0.018665448,-0.19155785,-0.20688388,-0.3051625,0.9051803,-0.26873577,-0.24599323,-0.34161943,-0.360968,-0.3416226,-0.35345888,-0.3772993,-0.40602058,-0.43477994,-0.45761186,-0.47115487,-0.49239618,-0.5222091,-0.7842535,1.2088451385498047,-2.1127593517303467
Sez6l,-0.72223556,-0.7936344,-0.8290276,-0.90177244,-0.869457,-0.7869002,-0.7034088,-0.6931196,-0.7041473,-0.71703285,-0.7339666,-0.7514028,-0.7705505,-0.7942819,-0.8246391,-0.85578924,-0.88066673,-0.90273273,-0.91921866,-2.924952745437622,0.03529086709022522
Cmklr1,0.854798,0.6090173,0.52604014,0.54014045,-0.8672545,0.44077063,0.47538418,0.27392292,0.2856406,0.29045516,0.3262146,0.29662597,0.291403,0.2715748,0.2445765,0.21152638,0.092325315,0.13599841,-0.98910725,1.0651733875274658,1.0316604375839233
Tmem119,0.33054364,0.20370136,0.16225807,-0.04782097,0.057162955,0.722429,0.50131494,0.33258796,0.112390056,-0.007923067,-0.051746957,-0.08944181,-0.124372706,-0.15142591,-0.14439712,-0.13417906,-0.23875016,-0.15350056,-0.9599906,2.7452707290649414,-1.5779566764831543
Selplg,0.79502505,0.5077918,0.4030016,0.6311148,-0.64253116,0.2740807,0.35227317,0.19018881,0.17054759,0.11426549,0.093339056,0.011794969,-0.05954002,-0.11839679,-0.14108571,-0.15696198,-0.26988363,-0.16892266,-0.92787254,0.8581678867340088,0.31539762020111084
Git2,0.69900733,0.46432757,0.37863088,0.32063538,0.5332164,-0.15534645,0.14822318,0.23909248,0.14224975,0.12905265,0.110131696,0.045752063,-0.049416885,-0.11963701,-0.14120279,-0.14891489,-0.25621438,-0.17026448,-0.94153833,1.3085343837738037,-0.10814717411994934
Sppl3,0.33699876,0.07301338,0.022746384,-0.03707569,0.90201,-0.2314398,-0.19850807,-0.13307716,-0.123957396,-0.11251859,-0.12837031,-0.17078015,-0.22439077,-0.27095133,-0.2986972,-0.32069087,-0.3851015,-0.29663396,-0.9201574,1.1776148080825806,-1.0630688667297363
Med13l,0.69074315,0.31760323,0.21875732,0.45635772,-0.986811,0.11376713,0.07621896,-0.037094258,-0.16853334,-0.24830905,-0.19219944,-0.25981408,-0.32627487,-0.36329818,-0.37691757,-0.38746,-0.4139117,-0.29375076,-0.9017829,0.25406718254089355,-0.10885229706764221
Gm27199,-0.63481945,-0.5380337,-0.64960665,-0.92336524,-0.9206105,-0.8624553,-0.7982496,-0.7962565,-0.80558306,-0.81627166,-0.83175707,-0.84757733,-0.8617009,-0.8761536,-0.8927721,-0.914128,-0.9342233,-0.93793553,-0.9323053,-2.9329347610473633,-0.4130811393260956
Kdm2b,0.6407715,0.34314644,0.24636747,-0.26377034,-0.9898301,0.014697447,0.10092127,0.034597084,-0.008643746,-0.034558326,0.0012097359,0.10789429,-0.01397638,-0.033922195,-0.03555715,-0.021073252,-0.097247824,-0.026929744,-0.9217846,0.31888872385025024,0.7617205381393433
Vps37b,0.6650703,0.34306252,0.25010896,-0.014465034,-1.0270504,0.106011525,0.08959633,0.0037475973,-0.06044375,-0.21958405,-0.11482523,-0.1758393,-0.26581976,-0.307931,-0.3240095,-0.33822614,-0.36655793,-0.26890296,-0.8787679,0.19754227995872498,0.2047351747751236
2810006K23Rik,0.43797016,0.057699397,-0.056501254,-0.7303668,-0.90983397,-0.77644616,-0.5223704,-0.59147847,-0.61786854,-0.63105375,-0.63872033,-0.6576824,-0.695056,-0.74787223,-0.7765944,-0.79223776,-0.79145765,-0.7630933,-0.8429985,-0.46276894211769104,-1.1203184127807617
Ncor2,0.47479206,0.16418241,-0.010882378,-0.42234963,-0.96409005,-0.09588733,-0.09591856,-0.11660635,-0.21038464,-0.31860113,-0.2771846,-0.28322256,-0.34494728,-0.3781352,-0.37679842,-0.36494732,-0.36215937,-0.48322028,-0.85219604,-0.05167727917432785,0.0814487561583519
Sh2b2,0.48636562,0.14229615,-0.07666233,-0.5409335,-0.9575181,-0.20345931,-0.20186125,-0.25202703,-0.3617857,-0.4394256,-0.44350517,-0.46582216,-0.49655312,-0.5170082,-0.5206122,-0.525008,-0.5325145,-0.7417731,-0.805507,-0.19452187418937683,-0.30128034949302673
Cux1,-0.24409464,-0.30972433,-0.3409198,-0.43792254,-0.6047312,-0.48220527,-0.43821126,-0.42653018,-0.41555744,-0.418374,-0.43337697,-0.4506213,-0.476097,-0.52307546,-0.5245833,-0.57721025,-0.5772345,-0.5110823,1.0830369,-0.9510489106178284,1.048628330230713
Tsc22d4,0.7467852,0.41094303,0.29802787,0.6123202,-0.84890795,0.17861076,0.21908222,0.086577624,0.00720945,-0.091749646,-0.06325804,-0.14486545,-0.20986958,-0.2551909,-0.28318423,-0.31620908,-0.37609184,-0.23683847,-0.9246667,0.5408310294151306,0.059128642082214355
Sdk1,0.74968374,0.43629634,0.3736953,0.0005697459,-1.0286539,0.13979109,0.19894658,0.08893867,0.10474229,-0.0031048208,0.0632879,0.027719751,-0.051524095,-0.08857015,-0.10856096,-0.12246874,-0.2174203,-0.11233884,-0.89955986,0.4322185218334198,0.5976868867874146
Rnf216,0.576161,0.24111895,0.15059207,0.56897974,-0.18415028,-0.16042262,-0.0010589957,-0.017519899,-0.070131645,-0.118570276,-0.1563007,-0.20946175,-0.27221784,-0.32192492,-0.34799123,-0.3630491,-0.40534794,-0.28980744,-0.92614573,0.7039616107940674,-0.502361536026001
Gm43378,-0.69767857,-0.6147246,-0.5431099,-0.3091783,0.51121235,-0.9160237,-0.7196877,-0.692064,-0.68277436,-0.6924643,-0.7109042,-0.73218095,-0.7575748,-0.7894447,-0.8253477,-0.8504814,-0.8736459,-0.8844281,-0.8843993,-1.4655041694641113,-0.7522329092025757
Rac1,0.78564036,0.5160768,0.45153457,-0.0056963563,-1.0093607,0.2043968,0.36912256,0.19646917,0.19285206,0.24162541,0.28277272,0.15110569,0.19270997,0.24590479,0.2828768,0.29245728,0.17757292,0.19813047,-0.9664478,0.736741840839386,1.2463431358337402
Cdk8,0.4731335,0.1421342,-0.07115227,-0.5050196,-0.95529413,-0.1473462,-0.16250055,-0.1996131,-0.30693954,-0.39594012,-0.3860711,-0.40791315,-0.44736594,-0.47056425,-0.4690413,-0.4696769,-0.4588902,-0.70165247,-0.83215606,-0.14945343136787415,-0.16120895743370056
Usp12,-0.51396835,-0.62822545,-0.6510514,-0.733067,-0.74508744,-0.72537506,-0.69511944,-0.68032736,-0.6881619,-0.71089876,-0.73227745,-0.7340449,-0.7380637,-0.74087054,-0.70160156,-0.7944938,-0.805973,-0.69797444,1.0608249,-1.5753850936889648,0.6337029933929443
Pan3,0.7593701,0.57849073,0.47990453,0.39834654,0.36118537,0.67386454,0.74401087,0.6971416,0.6477105,0.60649884,0.5523159,0.49265337,0.41690987,0.3207882,0.2324831,0.1537611,0.0020750016,0.10846223,-0.99310154,3.2443790435791016,0.08667948842048645
Fry,0.76961035,0.44564736,0.36587936,0.37452537,-1.0200354,0.21810548,0.22574179,0.09609608,0.07555814,-0.061316565,-0.0022589117,-0.08763404,-0.15882817,-0.20415351,-0.23266408,-0.2696274,-0.34037244,-0.20669234,-0.90702343,0.45620569586753845,0.32067275047302246
Ppp1r9a,0.5215392,0.27652484,0.22247837,-0.017913312,0.8644729,0.08021228,-0.07116825,-0.03605462,0.0076467544,0.02644439,0.012187436,-0.032746315,-0.10136367,-0.15862587,-0.17713389,-0.18762375,-0.29126203,-0.19929823,-0.9454616,1.5422903299331665,-0.7123627662658691
Phf14,0.4800949,0.26974463,0.22420733,-0.022904962,0.4471711,0.66828424,0.40293258,0.1301683,-0.038103588,-0.024154551,-0.013689876,-0.033751234,-0.075336196,-0.117951944,-0.12520796,-0.12198628,-0.22767246,-0.14748013,-0.9566229,2.2079761028289795,-0.9791589975357056
Capza2,0.46506137,0.15810822,-0.0042625517,-0.42146045,-0.9602385,-0.10767977,-0.09244488,-0.100413114,-0.1874911,-0.29032,-0.24603388,-0.23387045,-0.30277526,-0.33827657,-0.33731908,-0.31608266,-0.31682205,-0.3978696,-0.8532979,-0.027800850570201874,0.1781090795993805
Irf5,-0.54265356,-0.66360927,-0.66204715,-0.7403606,-0.76613617,-0.75898707,-0.7276505,-0.7122952,-0.7222061,-0.74924016,-0.7769832,-0.78317964,-0.78432924,-0.77265674,-0.7355164,-0.8325626,-0.8505437,-0.7582833,1.053477,-1.6833962202072144,0.47634828090667725
Smo,0.65555537,0.25002784,0.16234235,0.48430103,-0.969087,0.04974948,-0.0052549243,-0.117304385,-0.25992393,-0.30153036,-0.26438537,-0.31583625,-0.3720262,-0.40538937,-0.41442043,-0.41687012,-0.43804598,-0.3341689,-0.90058535,0.1860370635986328,-0.28773733973503113
Nrf1,-0.12033705,-0.26168162,-0.2775795,-0.39261353,0.8492341,-0.2890771,-0.2841136,-0.4249459,-0.45401978,-0.44607943,-0.46321225,-0.4847861,-0.5084839,-0.53316736,-0.5598814,-0.5899451,-0.6220919,-0.6534503,-0.69044465,1.2284404039382935,-2.67903208732605
Ube2h,0.16528215,-0.10358373,-0.12676723,0.0345297,0.8112735,-0.45437646,-0.27666223,-0.24931097,-0.26866782,-0.27740258,-0.29518712,-0.32362705,-0.3585536,-0.39420515,-0.4216249,-0.4332335,-0.4505393,-0.4478532,-0.7052555,0.8467597365379333,-1.3759287595748901
Lncpint,0.5693199,0.35368693,0.24556567,-0.28550118,-0.99273384,0.025241658,0.13203655,0.0037317574,-0.05254697,0.13242994,0.16484527,0.1375419,0.057164326,0.12680973,0.17399226,0.2187636,0.13744639,0.16202341,-0.93900603,0.39224234223365784,1.1639118194580078
Mkln1,-0.665286,-0.5615959,-0.71275723,-0.5802114,0.9544892,-0.63389426,-0.7237092,-0.68519974,-0.70499,-0.72481996,-0.7696235,-0.81939,-0.84124213,-0.8363587,-0.818342,-0.80156326,-0.84873307,-0.88155603,-0.7993088,-1.2666898965835571,-0.40080174803733826
Plxna4,0.75048274,0.4835422,0.37467837,0.557968,-0.17657335,0.11690085,0.30963045,0.19242384,0.13201173,0.10739818,0.07631399,-0.0021768063,-0.08606518,-0.14695871,-0.16930538,-0.18802868,-0.2938587,-0.18880987,-0.9344086,1.0049033164978027,0.10766887664794922
Gm14540,0.88775927,-0.87099105,-0.92943484,-0.9068559,-0.9781707,-0.96299094,-0.92541194,-0.9123643,-0.92112947,-0.9297715,-0.94325876,-0.95916957,-0.9716734,-0.97724044,-0.9812497,-0.9862707,-0.98814195,-0.98247755,-0.96814877,-2.0763356685638428,-2.522104263305664
Exoc4,-0.53965807,-0.6602629,-0.65969896,-0.7316614,-0.7564579,-0.7517667,-0.72153425,-0.7071454,-0.71775526,-0.74506,-0.77264434,-0.7784023,-0.77955383,-0.7689863,-0.7318157,-0.82914877,-0.84899575,-0.7563628,1.0547755,-1.6642433404922485,0.47169366478919983
Cnot4,0.80660623,0.50667363,0.45537353,0.2501104,-1.0378036,0.24075596,0.29979193,0.14688171,0.18748204,0.13751452,0.14866175,0.07711835,0.026514128,-0.015304074,-0.034814216,-0.033176437,-0.14311524,-0.0706629,-0.9222512,0.6215448379516602,0.6964352130889893
Creb3l2,0.45732576,0.08354148,0.022299722,-0.48750025,-0.8983608,-0.7877163,-0.4909451,-0.50692487,-0.5512123,-0.5755111,-0.59024435,-0.60586566,-0.6396157,-0.68773526,-0.7254088,-0.74339193,-0.7449804,-0.72425634,-0.7954015,-0.3151169717311859,-0.9930636882781982
Ubn2,-0.19074386,-0.27918556,-0.23737773,-0.31642973,-0.6272936,-0.42950314,-0.36131883,-0.3538465,-0.3520457,-0.35460514,-0.36138493,-0.37086862,-0.38505232,-0.41223073,-0.4202574,-0.46842146,-0.48751426,-0.46629333,1.067197,-0.7965981364250183,1.186455249786377
Luc7l2,0.8393711,0.6716289,0.6048158,0.5016154,0.62693304,0.7367198,0.8032248,0.6436746,0.62598634,0.58186287,0.5569928,0.5287139,0.5020312,0.46842265,0.43564427,0.35966378,0.14978282,0.21884106,-0.9650253,3.1567933559417725,0.7154607772827148
Tbxas1,0.7882088,0.5996416,0.530815,0.3830487,0.5084622,0.12089802,0.41743696,0.418015,0.27743,0.2885257,0.3192311,0.32317346,0.28078908,0.20551841,0.13056181,0.08480172,-0.039345056,0.028358608,-0.9719928,1.7115358114242554,0.422284871339798
Gm42962,0.4160468,0.04647295,-0.08277286,-0.71108353,-0.895237,-0.7216818,-0.44570714,-0.5269338,-0.5606246,-0.58588207,-0.60141003,-0.6165842,-0.6503504,-0.7009621,-0.7438581,-0.7623728,-0.7663613,-0.7452679,-0.7755739,-0.415692538022995,-0.9068020582199097
Cul1,0.35993314,0.099704415,0.04756649,-0.053393178,0.9096759,-0.18088248,-0.18474528,-0.12241478,-0.1070649,-0.09176076,-0.10677463,-0.15011853,-0.20546252,-0.25233382,-0.27815318,-0.30073434,-0.37355596,-0.27984983,-0.9294367,1.2398735284805298,-1.0247156620025635
Tra2a,0.16703819,-0.07719875,-0.108151406,-0.116594166,0.92119247,-0.32025242,-0.24242088,-0.23295662,-0.23985098,-0.22797467,-0.24043152,-0.27326357,-0.31519526,-0.3561455,-0.38545227,-0.3991992,-0.43043894,-0.39246088,-0.82455224,1.0652122497558594,-1.4533910751342773
Mpp6,0.21367241,-0.12303819,-0.18586299,-0.47265214,-0.8727676,-0.3299886,-0.22628705,-0.18187946,-0.22431445,-0.28455833,-0.2917322,-0.2798179,-0.31723088,-0.34944922,-0.35064775,-0.3197849,-0.3161424,-0.33140546,-0.84042233,-0.20636719465255737,0.33364489674568176
Osbpl3,0.17268448,-0.1572151,-0.14363931,-0.3938949,-0.8524977,-0.3500936,-0.22792324,-0.17813778,-0.20973277,-0.26908034,-0.28309333,-0.25773805,-0.28918192,-0.32967514,-0.34637994,-0.32499617,-0.30646098,-0.2519423,-0.85012,-0.2384825050830841,0.5353595018386841
Nfe2l3,-0.9049625,-0.88786167,-0.88106424,-0.9251779,-0.94097364,-0.9281325,-0.91034937,-0.8995092,-0.9018676,-0.9105951,-0.9127206,-0.8767113,-0.79798704,-0.7180999,-0.6951943,-1.0385998,-0.4725957,0.54396975,-1.0329838,-2.3719630241394043,1.3234397172927856
Hnrnpa2b1,0.48992378,0.22598337,0.16488202,0.058247387,0.83984554,-0.19696257,-0.12978853,-0.020924516,-0.018207699,-0.02343788,-0.046201378,-0.097487554,-0.16200459,-0.21229255,-0.23332836,-0.2533267,-0.3438227,-0.24319991,-0.9395235,1.2572091817855835,-0.7365646362304688
Skap2,0.78624135,0.56229335,0.47341138,0.51330894,0.09805708,0.13138689,0.39972305,0.30275244,0.21901481,0.23493065,0.23872755,0.19275959,0.10697231,0.016325995,-0.028546214,-0.0390871,-0.1507857,-0.08384046,-0.9432611,1.298470139503479,0.3688630759716034
Chn2,0.7164651,0.4960534,0.4171362,0.27750593,0.60801667,-0.0723131,0.19351457,0.2881865,0.1792982,0.16997658,0.16403468,0.1108094,0.013482928,-0.069336414,-0.098382756,-0.104590334,-0.21394722,-0.13750891,-0.9423429,1.4594217538833618,-0.0358293354511261
Znrf2,0.637434,0.266425,0.17127977,0.14912112,-1.0257713,0.07484591,-0.022842929,-0.13025448,-0.27378383,-0.33940697,-0.2898569,-0.3395079,-0.39448893,-0.42332572,-0.42715973,-0.4316362,-0.44110703,-0.4136383,-0.86327523,0.07443950325250626,-0.18003758788108826
Hpgds,0.28391397,-0.0731755,-0.066256136,-0.35784566,-0.8737349,-0.33843827,-0.17303947,-0.112929754,-0.16094245,-0.22248565,-0.22238743,-0.07287048,-0.14524879,-0.22143798,-0.23118585,-0.19883001,-0.17437103,-0.10297352,-0.86777514,-0.11672834306955338,0.8124603033065796
Rmnd5a,-0.1496908,-0.3126104,-0.34229034,-0.36577445,0.8006946,-0.39517277,-0.40326756,-0.5064061,-0.5263817,-0.5395541,-0.55835956,-0.5761981,-0.5910891,-0.61018145,-0.65376437,-0.7080905,-0.74322253,-0.75582176,-0.7533465,0.9280275702476501,-2.8325695991516113
St3gal5,0.8073426,0.500794,0.41622537,0.54608124,-0.95222396,0.28126723,0.31206948,0.15653758,0.16384034,0.07664743,0.08072622,-0.0036083758,-0.06874725,-0.12063481,-0.14386348,-0.16608122,-0.27694225,-0.16533712,-0.9155182,0.6624683141708374,0.42926931381225586
Zfp638,0.4005909,0.18318455,0.1368251,-0.1360597,0.73918056,0.38520575,0.08285053,-0.15196174,-0.10263597,-0.03189113,-0.033545256,-0.05854509,-0.11102456,-0.1586636,-0.17189384,-0.1778845,-0.2822613,-0.19496264,-0.9515153,1.8349614143371582,-1.0815346240997314
Dysf,-0.91913,-0.8985438,-0.9017784,-0.9448201,-0.9508359,-0.9371156,-0.91914487,-0.90482813,-0.90153795,-0.9019334,-0.88806534,-0.8250451,-0.7131734,-0.56748754,-0.63304204,-0.9050239,-0.056433067,0.6744094,-1.1369041,-2.088087320327759,2.0497353076934814
Exoc6b,0.39060378,0.24632083,0.20233752,0.019959047,-0.016034171,0.67928094,0.5680887,0.4333294,0.23894341,0.09058429,-0.0059081763,-0.06650312,-0.11281194,-0.14305755,-0.13476178,-0.124038234,-0.23022366,-0.13993968,-0.96131027,2.8350908756256104,-1.418575644493103
Arhgap25,0.77972764,0.590894,0.5230068,0.34408075,0.5650866,0.13757904,0.40176475,0.42356098,0.28098327,0.2882914,0.31365758,0.3145231,0.26882797,0.18868478,0.11351879,0.071046814,-0.052846044,0.016989827,-0.96831864,1.7698168754577637,0.3462410271167755
Gata2,0.88775927,-0.87099105,-0.92943484,-0.9068559,-0.9781707,-0.96299094,-0.92541194,-0.9123643,-0.92112947,-0.9297715,-0.94325876,-0.95916957,-0.9716734,-0.97724044,-0.9812497,-0.9862707,-0.98814195,-0.98247755,-0.96814877,-2.0763356685638428,-2.522104263305664
Mgll,0.43669504,0.22082298,0.14084093,-0.30076635,-0.9767894,-0.1076957,0.03831394,-0.045946635,-0.14172332,0.046421975,0.16137971,0.19159143,0.04252954,0.11047961,0.15964253,0.21171625,0.14541091,0.17090823,-0.9337531,0.24868136644363403,1.2325305938720703
Nr2c2,0.19004048,-0.028579697,-0.06916784,-0.21309498,0.9260048,-0.10776123,-0.17586268,-0.22673503,-0.20868546,-0.16657391,-0.17199849,-0.20579787,-0.252741,-0.29686958,-0.32548565,-0.34572333,-0.4004873,-0.32194752,-0.9138208,1.354142665863037,-1.5064198970794678
Magi1,-0.052923813,-0.2488113,-0.2589129,-0.22068022,0.8710267,-0.43002284,-0.33379573,-0.393202,-0.41741067,-0.42428827,-0.44042146,-0.45972067,-0.48046476,-0.50243014,-0.52563226,-0.55067426,-0.5802379,-0.61579233,-0.6562863,0.8745092749595642,-2.0267903804779053
Frmd4b,0.8603571,0.6880625,0.6309436,0.5199818,0.65102625,0.7385922,0.79323816,0.62191814,0.6156819,0.5858974,0.5724977,0.5531351,0.5338959,0.5056452,0.47917753,0.41400826,0.1910019,0.2400624,-0.94590133,3.176873207092285,0.898996114730835
Foxp1,0.079385325,-0.14069296,-0.16194311,-0.18392043,0.92393917,-0.33469227,-0.256886,-0.28554264,-0.3001762,-0.2890404,-0.3010047,-0.3283865,-0.36246836,-0.39680064,-0.4230638,-0.43533844,-0.45616072,-0.45151544,-0.7698516,1.0571388006210327,-1.6949341297149658
Setd5,0.6532391,0.4194488,0.34822017,0.16607417,0.7323371,-0.08576949,0.059776187,0.1762126,0.1255431,0.105703965,0.09049812,0.034584418,-0.053096116,-0.122474715,-0.14354682,-0.15053976,-0.25691527,-0.1717836,-0.94344246,1.4514673948287964,-0.30528387427330017
Camk1,0.37021697,0.15759559,0.11064704,-0.15931039,0.7513613,0.35908866,0.061715797,-0.16517113,-0.11675796,-0.045274056,-0.046378314,-0.071367495,-0.12266952,-0.16880311,-0.18203118,-0.18968768,-0.2932374,-0.20388661,-0.951272,1.8216958045959473,-1.1554869413375854
Irak2,0.42194283,0.27213544,0.18637203,-0.22798122,-0.98798597,-0.15021126,0.116887465,-0.05778212,-0.07222135,0.37505347,0.32671905,-0.006559491,0.071397856,0.20284598,0.2976612,0.37049103,0.2865318,0.27025753,-0.90040076,0.3658762276172638,1.5865907669067383
Wnk1,0.6527172,0.43143553,0.37031335,0.11824028,0.7193292,0.39423203,0.18502147,0.103711575,0.1263185,0.14218493,0.13301761,0.10686785,0.039081007,-0.04077448,-0.07422641,-0.08398722,-0.1962564,-0.115820244,-0.947498,1.8983737230300903,-0.3788416087627411
BC035044,0.56125647,0.21770601,0.065679654,-0.28473514,-1.0153402,-0.019794017,-0.10506108,-0.19077474,-0.32462302,-0.40758026,-0.373865,-0.40550107,-0.4478116,-0.47054684,-0.46997762,-0.47377902,-0.46772593,-0.6164281,-0.83951443,-0.07518782466650009,-0.2102813422679901
Klrd1,-0.9172093,-0.89899635,-0.9055606,-0.9473949,-0.9525294,-0.93820816,-0.9200366,-0.90569884,-0.90232307,-0.90243155,-0.8879188,-0.82385427,-0.71112376,-0.5638376,-0.63428706,-0.90050477,-0.042929113,0.67331624,-1.139317,-2.112703800201416,2.1217565536499023
Klra2,-0.92698747,-0.8991688,-0.8972376,-0.93970245,-0.93365675,-0.9117162,-0.8871102,-0.86760116,-0.8577497,-0.84853894,-0.82250655,-0.7468414,-0.6200658,-0.45418388,-0.5708187,-0.77548414,0.12736483,0.6551279,-1.1447805,-1.8861769437789917,2.3151679039001465
Etv6,0.6984125,0.4778598,0.4039145,0.21675302,0.6805648,-0.037292138,0.15528683,0.2619064,0.17366488,0.15803038,0.1517864,0.10093488,0.0066431463,-0.07489712,-0.10294126,-0.10911244,-0.21802081,-0.14049709,-0.9431576,1.523145318031311,-0.12800297141075134
Atf7ip,0.81418556,0.5275393,0.43305546,0.6251336,-0.78339887,0.31487173,0.3658476,0.19784911,0.20292224,0.14936645,0.1301715,0.051680446,-0.016208649,-0.077111244,-0.10129079,-0.11076428,-0.22671665,-0.13836987,-0.9245469,0.838689386844635,0.44655176997184753
