,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Z1,Z2
Mlph,0.4434353,0.09495689,-0.13775417,-0.6314805,-0.913635,-0.3055427,-0.25668004,-0.3031404,-0.397164,-0.46227968,-0.48166138,-0.50524235,-0.5317883,-0.5541722,-0.56975627,-0.58823663,-0.6218006,-0.72394013,-0.7547155,-0.2627461850643158,-0.398832768201828
Lrrfip1,0.7802349,0.45677316,0.3649795,0.51467234,-0.9719607,0.23746882,0.25476575,0.115477994,0.088240534,-0.032526597,0.0027670115,-0.08472441,-0.15125895,-0.19774225,-0.22523947,-0.26190534,-0.34120166,-0.20792532,-0.9151325,0.5343724489212036,0.2805655896663666
Vps4b,0.29267454,-0.1275402,-0.12899712,0.6196384,-0.76723874,-0.4026209,-0.29778433,-0.3974676,-0.46233594,-0.48626626,-0.4979034,-0.5089187,-0.5202798,-0.53327996,-0.55009085,-0.57264465,-0.59788847,-0.6153172,-0.62813926,0.04093124717473984,-1.068960189819336
Ccdc93,0.651283,0.25899464,0.1586697,0.6380737,-0.7848439,0.012819812,0.047923476,-0.056364596,-0.18078943,-0.22822475,-0.20479187,-0.26297516,-0.3259302,-0.36641636,-0.38302833,-0.3883232,-0.41918486,-0.2910922,-0.92661303,0.3807593882083893,-0.332762211561203
Dpp10,-0.9330657,-0.8579055,-0.82343835,-0.8667349,-0.8410138,-0.8011008,-0.755403,-0.7154521,-0.68619686,-0.6603674,-0.61953175,-0.5326301,-0.38726556,-0.21849859,-0.36778352,-0.58087826,0.25379008,0.65057826,-1.0748421,-1.3931413888931274,2.1659955978393555
Mgat5,0.75695324,0.5243299,0.43104732,0.46607584,0.2204232,0.0057697147,0.29544926,0.289245,0.18190603,0.19005193,0.1799471,0.11491157,0.012694031,-0.068581,-0.09803746,-0.105605744,-0.2159022,-0.13757154,-0.93898314,1.2564690113067627,0.17719203233718872
Srgap2,0.8404377,0.5720054,0.49417865,0.58044606,-0.88880396,0.37429172,0.41467232,0.22793601,0.25798857,0.24550678,0.23129956,0.1730751,0.13226406,0.076605335,0.04149142,0.036860555,-0.06339296,-0.016428232,-0.95503074,0.9177937507629395,0.7391891479492188
Gm26936,0.45331645,0.08679958,0.0064151436,-0.66662747,-0.9118585,-0.8087142,-0.572457,-0.59897065,-0.63118494,-0.6400171,-0.646882,-0.6644195,-0.7021893,-0.7531683,-0.77819806,-0.7955203,-0.7934672,-0.76471555,-0.85918224,-0.4256792366504669,-1.2303540706634521
Ptprc,0.32551485,0.14858122,0.10345249,-0.16619506,0.54430777,0.5671365,0.22103085,-0.059944347,-0.14010304,-0.07806693,-0.067126565,-0.08220049,-0.12225662,-0.1607433,-0.16713253,-0.16744912,-0.27223414,-0.18831474,-0.9556602,2.1138076782226562,-1.3739867210388184
Nek7,0.76579005,0.4880774,0.4193861,-0.064913034,-1.0077841,0.16296758,0.31661797,0.15974699,0.16334312,0.23019238,0.26040894,0.11975773,0.14447872,0.19035436,0.22028933,0.23651575,0.1410347,0.15814967,-0.9603557,0.650116503238678,1.147438406944275
Dennd1b,0.83014923,0.56839365,0.4800554,0.62324935,-0.7067773,0.37189007,0.42192358,0.2388191,0.2552786,0.23434089,0.2157871,0.15814675,0.10312201,0.035547763,-0.0011502057,-0.0061151683,-0.11241607,-0.056142166,-0.94323254,0.9904066324234009,0.6147475242614746
Cfh,0.36851186,0.11575486,0.06356044,-0.08856675,0.9182268,-0.10071717,-0.1651554,-0.12731215,-0.100506134,-0.07567023,-0.08813935,-0.13080108,-0.18713367,-0.23429634,-0.25788307,-0.27977574,-0.36077774,-0.26435888,-0.9361461,1.330245852470398,-1.025855302810669
Cdc73,0.8244251,0.531717,0.46044195,0.5094045,-0.9798468,0.3093074,0.34787834,0.17928337,0.2108501,0.16213976,0.15175764,0.07629517,0.018561274,-0.036224812,-0.060224168,-0.06434492,-0.17918473,-0.100701034,-0.92036825,0.735308051109314,0.6043189764022827
Pla2g4a,0.27215052,0.03487344,-0.011782244,-0.16248126,0.92758936,-0.088773414,-0.16805702,-0.18692753,-0.16010001,-0.12179509,-0.12921414,-0.16651896,-0.21754757,-0.2630098,-0.2895198,-0.3118124,-0.38026726,-0.290528,-0.92802054,1.3490644693374634,-1.2686402797698975
Ivns1abp,0.47964782,0.0828235,0.024293736,0.6531835,-0.5235844,-0.1782882,-0.115040764,-0.18238834,-0.24905172,-0.28071028,-0.293563,-0.3269046,-0.37079072,-0.4085458,-0.42821795,-0.42667848,-0.44341648,-0.3879962,-0.8355214,0.40171489119529724,-0.7094955444335938
A830008E24Rik,0.3096667,0.030242577,-0.01530005,0.06616023,0.8250467,-0.35985762,-0.22120413,-0.15005738,-0.15463625,-0.15759842,-0.17820632,-0.21858847,-0.26868403,-0.31455222,-0.34471545,-0.3621896,-0.40798485,-0.33811182,-0.88214236,1.0046418905258179,-1.08660888671875
Rasal2,-0.047262445,-0.24508096,-0.25496575,-0.21480411,0.8727252,-0.43031156,-0.3310632,-0.388246,-0.41269016,-0.41933972,-0.43534118,-0.4547323,-0.4757077,-0.49793005,-0.5211531,-0.54572767,-0.57500696,-0.61198604,-0.6588304,0.8752641677856445,-2.0034523010253906
Prrc2c,-0.5047636,-0.61927325,-0.64443433,-0.72025114,-0.72957224,-0.71129996,-0.68290937,-0.6698032,-0.67865986,-0.7018879,-0.72324264,-0.72495246,-0.7302876,-0.7360563,-0.6973869,-0.7882663,-0.8025759,-0.6952886,1.0623116,-1.5388448238372803,0.6184659004211426
Rcsd1,-0.531427,-0.65286076,-0.6590295,-0.7332216,-0.75186366,-0.74251014,-0.71277314,-0.6982849,-0.70824444,-0.73438483,-0.7600356,-0.76421654,-0.76589555,-0.7590516,-0.7209769,-0.81915176,-0.83575886,-0.73756284,1.0575695,-1.6327553987503052,0.5175330638885498
Nos1ap,0.66589075,0.3236611,0.22756262,0.14893816,-1.0297774,0.1202604,0.064995766,-0.035015047,-0.14533621,-0.26756072,-0.186148,-0.2545031,-0.3284949,-0.36426407,-0.37450254,-0.3848983,-0.40457433,-0.31911755,-0.879232,0.16860750317573547,0.024730168282985687
F11r,0.8060447,0.6236461,0.5561714,0.44378668,0.4192416,0.1586288,0.47281986,0.4115662,0.2902447,0.30440515,0.34601212,0.36283845,0.33751863,0.28456092,0.21666326,0.15308006,0.017142877,0.08170687,-0.98292285,1.7096658945083618,0.5885130167007446
Aim2,0.7476941,0.5420866,0.4675864,0.29792804,0.5968406,0.024406075,0.2858867,0.36057884,0.2273873,0.2274216,0.23727526,0.20581983,0.11911829,0.022043273,-0.026191257,-0.039214157,-0.15334412,-0.08206367,-0.94550145,1.5979381799697876,0.12816855311393738
Cep170,0.5815531,0.2417657,0.11007379,-0.18097211,-1.0197705,0.026848942,-0.05987045,-0.14742066,-0.27955788,-0.37245846,-0.32269132,-0.36290324,-0.41498417,-0.44115835,-0.4413175,-0.44573063,-0.44293386,-0.52661866,-0.8488495,-0.018100865185260773,-0.1353965699672699
Sdccag8,0.67858166,0.3710236,0.2829967,-0.2110419,-0.99900836,0.0438115,0.1294791,0.053009227,0.029369295,-0.027162202,0.018521652,0.08655439,-0.023744084,-0.047959723,-0.055493817,-0.048174903,-0.12844014,-0.050630108,-0.91660684,0.3484196960926056,0.71148681640625
Akt3,0.5750235,0.34620845,0.29386985,0.035751864,0.6530501,0.5347087,0.26300287,0.0018952042,0.0060324073,0.06434372,0.05945562,0.035893127,-0.021105334,-0.08274851,-0.1038299,-0.1082731,-0.2164712,-0.13636723,-0.9509831,1.9798730611801147,-0.6569664478302002
Tlr5,-0.72644794,-0.8124991,-0.8407647,-0.9046326,-0.8699934,-0.7873305,-0.7038741,-0.69359946,-0.7042163,-0.71682113,-0.7335911,-0.75099707,-0.7698875,-0.79310304,-0.8227937,-0.8539877,-0.87896734,-0.9015162,-0.9185224,-3.0005550384521484,0.028011173009872437
Nek2,-0.7839812,-0.8692636,-0.82865375,-0.8714722,-0.8502865,-0.76272744,-0.68902546,-0.69203603,-0.7098238,-0.7304451,-0.75532955,-0.78908914,-0.8288961,-0.8600411,-0.8788994,-0.8841865,-0.8801022,-0.8951376,-0.9519128,-2.6945154666900635,0.5472618341445923
Utp25,0.29882443,-0.04260823,-0.24285352,-0.72712404,-0.76919127,-0.16662702,-0.30768389,-0.39231896,-0.47577524,-0.5093235,-0.53069407,-0.5533451,-0.5768326,-0.60088927,-0.6247134,-0.6486452,-0.688878,-0.7446142,-0.7899061,-0.3815821409225464,-0.5226893424987793
Frmd4a,0.42547137,0.16141967,0.104776904,0.00089274347,0.88150173,-0.1873653,-0.16508889,-0.07518711,-0.06344883,-0.058012024,-0.07710553,-0.12433103,-0.18381387,-0.23199052,-0.25538284,-0.2774043,-0.3594663,-0.2609427,-0.9358265,1.2463268041610718,-0.8791729211807251
Camk1d,0.84289944,0.58261997,0.5205718,0.34478688,-1.0108693,0.3593341,0.45160168,0.25562358,0.25588554,0.26058722,0.3194942,0.27622968,0.28465366,0.289302,0.2858827,0.2652616,0.14230652,0.17602085,-0.9834532,0.9423233270645142,1.1664148569107056
Nudt5,0.33391404,0.0021193624,-0.19713819,-0.5729149,-0.887527,-0.24636984,-0.20961684,-0.1964717,-0.26847893,-0.34121734,-0.3453447,-0.35693058,-0.39494073,-0.419854,-0.4162742,-0.4024877,-0.3929277,-0.6617298,-0.83528966,-0.18874061107635498,0.006915070116519928
Celf2,0.351982,0.06060356,0.010503337,0.17134319,0.71914387,-0.3957492,-0.20526257,-0.12724394,-0.13573156,-0.1477574,-0.17350377,-0.21594058,-0.267565,-0.31417137,-0.34421593,-0.36158693,-0.40746254,-0.33307892,-0.88655734,0.9456846117973328,-0.9840183258056641
8030442B05Rik,0.72907346,0.48310286,0.38468528,0.4571373,0.20781447,-0.054737553,0.22365035,0.24022816,0.14377253,0.13735427,0.11019038,0.03561586,-0.062431395,-0.1297027,-0.15131739,-0.16317311,-0.2705254,-0.17688045,-0.93844134,1.1650453805923462,0.025898724794387817
Cacnb2,0.74815077,0.46665502,0.35311377,0.5877215,-0.32357123,0.13829862,0.2975704,0.16586463,0.10696703,0.06814426,0.03933549,-0.03947483,-0.11581743,-0.1716637,-0.19451703,-0.2195304,-0.31911045,-0.20395097,-0.9330807,0.911203920841217,0.08249437808990479
Malrd1,0.88775927,-0.87099105,-0.92943484,-0.9068559,-0.9781707,-0.96299094,-0.92541194,-0.9123643,-0.92112947,-0.9297715,-0.94325876,-0.95916957,-0.9716734,-0.97724044,-0.9812497,-0.9862707,-0.98814195,-0.98247755,-0.96814877,-2.0763356685638428,-2.522104263305664
Plxdc2,0.06139624,-0.16159427,-0.17869055,-0.16260748,0.9104579,-0.38058382,-0.27527374,-0.30084294,-0.32042867,-0.31662238,-0.3299957,-0.35502088,-0.38536313,-0.41645682,-0.441464,-0.4541933,-0.4705512,-0.48394907,-0.7233481,0.9801188111305237,-1.7048901319503784
Mllt10,0.2749892,0.11911301,0.07319604,-0.19356602,0.52145356,0.57233757,0.21199636,-0.060050994,-0.1521799,-0.09618266,-0.08317976,-0.096980564,-0.13443622,-0.17032105,-0.17555739,-0.17666966,-0.28151083,-0.19584891,-0.9555679,2.1813600063323975,-1.55841064453125
Pip4k2a,0.8567297,0.61427605,0.5286056,0.5067745,-0.8857407,0.45165026,0.48883766,0.2856292,0.28559566,0.2895096,0.34888786,0.33243114,0.33412546,0.32417554,0.30741465,0.2714454,0.1346877,0.1763751,-0.9872857,1.0886342525482178,1.14102303981781
Apbb1ip,0.3633765,0.11119737,0.05927494,-0.0927678,0.9192925,-0.09971268,-0.16560528,-0.13088726,-0.10384932,-0.07813702,-0.09029174,-0.1326471,-0.18866822,-0.2357182,-0.25946552,-0.28143877,-0.36181575,-0.2656581,-0.93581706,1.3309258222579956,-1.0379639863967896
Abi1,-0.24332929,-0.3062145,-0.345277,-0.45046687,-0.6067051,-0.48540407,-0.446836,-0.43627375,-0.42582887,-0.43002146,-0.44699812,-0.46561116,-0.49216604,-0.54018164,-0.539944,-0.5939804,-0.5926969,-0.5214901,1.083841,-0.9648061394691467,0.9941179752349854
Spopl,0.23949666,-0.09726308,-0.27493745,-0.60800076,-0.81729084,-0.24150588,-0.23591834,-0.23571764,-0.30605584,-0.36597854,-0.3803395,-0.4041288,-0.43760538,-0.46124458,-0.4635213,-0.46110773,-0.46655452,-0.72575504,-0.81103283,-0.26732057332992554,-0.05532144010066986
Il1rn,-0.91826737,-0.9008327,-0.90856177,-0.94883853,-0.947446,-0.9288897,-0.9077856,-0.8914973,-0.8856538,-0.88161224,-0.86100644,-0.78986484,-0.6694592,-0.5106794,-0.6113963,-0.83683497,0.061897323,0.6623413,-1.1482799,-2.0512678623199463,2.3383429050445557
Ehmt1,0.25539047,0.03529404,-0.011599824,-0.20581922,0.9030656,0.01974614,-0.12575334,-0.2075246,-0.16845179,-0.115168944,-0.119161904,-0.15296689,-0.20293996,-0.2475852,-0.27160263,-0.29380965,-0.3698498,-0.27604634,-0.9371624,1.4859153032302856,-1.360327959060669
Pnpla7,-0.6076055,-0.54024005,-0.70735186,-0.5577361,0.958821,-0.48056287,-0.7005889,-0.6437672,-0.6628174,-0.6958491,-0.7500056,-0.7916347,-0.79859936,-0.7898669,-0.7706682,-0.7718926,-0.8437976,-0.8158514,0.33113223,-1.196784496307373,-0.21730169653892517
Rexo4,0.5475515,0.14628477,0.07113415,-0.14279503,-1.0021119,-0.27391714,-0.21237317,-0.33606923,-0.45364356,-0.50417,-0.5055868,-0.52046335,-0.5415287,-0.56396544,-0.58482116,-0.6043626,-0.628258,-0.6610859,-0.7130049,-0.13836023211479187,-0.6316512823104858
Vav2,0.80464983,0.5037609,0.40738767,0.6127431,-0.8460803,0.2865371,0.3308354,0.1718326,0.1671194,0.09056617,0.08219841,-0.0021572262,-0.068976186,-0.123456076,-0.14622049,-0.16614418,-0.2782489,-0.17008248,-0.921658,0.7412561774253845,0.3735787272453308
Ddx31,0.08108318,-0.2586271,-0.3718732,-0.86110413,0.20382471,-0.16715054,-0.5543202,-0.565265,-0.57223016,-0.58907455,-0.6064936,-0.62141246,-0.6517564,-0.70409936,-0.7575001,-0.7811103,-0.78740335,-0.77334774,-0.7587951,-0.5562453866004944,-0.7612146139144897
Rapgef1,0.7218162,0.51850796,0.4511162,0.21541874,0.6937991,0.2837429,0.26597327,0.3130229,0.2470227,0.2255445,0.22904484,0.20859961,0.13860874,0.043831617,-0.008839622,-0.027269006,-0.14643082,-0.067435965,-0.9489382,1.9015191793441772,-0.06464216113090515
Phyhd1,0.77355963,0.44886863,0.34511882,0.58754253,-0.9005655,0.22727846,0.2584862,0.11775763,0.072649986,-0.037013285,-0.0127094835,-0.09906202,-0.16397387,-0.21065812,-0.23796521,-0.27404112,-0.35131228,-0.21685758,-0.92123383,0.5763583183288574,0.2014053463935852
Fnbp1,0.83022654,0.58844185,0.5127072,0.18931119,-0.9779622,0.34854257,0.5079721,0.3099602,0.2569208,0.21755792,0.34492218,0.3824458,0.41318864,0.43504822,0.45267415,0.44127858,0.2629233,0.27976018,-0.96230334,1.0311527252197266,1.5747294425964355
Ralgps1,0.27087146,0.0508063,0.0030055195,-0.20279565,0.89459354,0.05268541,-0.11146751,-0.20408958,-0.15981562,-0.104247585,-0.10807079,-0.14156157,-0.19214463,-0.23689488,-0.25945517,-0.28103125,-0.3619092,-0.2665424,-0.94020224,1.5189913511276245,-1.3274168968200684
Mvb12b,-0.33124706,-0.38873154,-0.45496166,-0.5373202,-0.5387243,-0.48526675,-0.4935,-0.49132693,-0.48859423,-0.50664914,-0.53810763,-0.5620019,-0.590747,-0.6367317,-0.6207865,-0.6855462,-0.6873244,-0.6017829,1.0812026,-1.1079624891281128,0.6880357265472412
Cntrl,-0.10549481,-0.2622612,-0.2770229,-0.34905958,0.8654625,-0.33785713,-0.30350372,-0.42080557,-0.44611317,-0.4434619,-0.4601704,-0.48090094,-0.50335056,-0.5268268,-0.55213034,-0.58043104,-0.6113253,-0.64267707,-0.6777965,1.090700387954712,-2.4498629570007324
Rab14,0.50369877,0.30236858,0.25159985,0.0563381,0.19769584,0.71976435,0.5523868,0.3904463,0.17932718,0.057148635,0.006765306,-0.036146842,-0.08137706,-0.11764014,-0.1170127,-0.1094245,-0.2171528,-0.12980151,-0.9599937,2.5213334560394287,-0.997501015663147
Ggta1,-0.071128696,-0.22953285,-0.24240479,-0.33948904,0.88418764,-0.2910738,-0.26589686,-0.38121563,-0.40612698,-0.39321184,-0.4076271,-0.42947376,-0.45438004,-0.47957355,-0.5026134,-0.52362365,-0.55398685,-0.60829747,-0.720683,1.186110496520996,-2.3191657066345215
Ptgs1,0.5921952,0.37442636,0.31024987,0.13943397,0.24456872,0.7143728,0.6156989,0.47926325,0.30515492,0.1773171,0.089562416,0.026777446,-0.03527333,-0.08251602,-0.08701494,-0.0830802,-0.19611157,-0.10316382,-0.9591153,2.5573179721832275,-0.7275029420852661
Dennd1a,0.8049937,0.601631,0.5226724,0.5145801,0.16800116,0.16782601,0.45896268,0.34279883,0.2530632,0.27554715,0.30361402,0.29214138,0.2428164,0.16427164,0.09631762,0.06293017,-0.052884854,0.009748071,-0.9692522,1.4445509910583496,0.5490944385528564
Nr5a1,0.88775927,-0.87099105,-0.92943484,-0.9068559,-0.9781707,-0.96299094,-0.92541194,-0.9123643,-0.92112947,-0.9297715,-0.94325876,-0.95916957,-0.9716734,-0.97724044,-0.9812497,-0.9862707,-0.98814195,-0.98247755,-0.96814877,-2.0763356685638428,-2.522104263305664
Nr6a1,0.50821865,0.23229454,0.16478057,0.18274482,0.7170034,-0.30712247,-0.10756186,-0.00081397593,-0.017510355,-0.03530784,-0.064558744,-0.117770016,-0.18173462,-0.23112088,-0.25410718,-0.27698368,-0.35965618,-0.25621805,-0.93623704,1.12063729763031,-0.6752628087997437
Golga1,0.55902684,0.24681698,0.109457776,-0.26558444,-0.9996748,0.0050489306,-0.016577393,-0.07167693,-0.16394258,-0.2980231,-0.22201172,-0.25226328,-0.3294534,-0.36686343,-0.37026748,-0.36874792,-0.3760186,-0.39085382,-0.8563163,0.03653016686439514,0.10239988565444946
Zeb2,0.8476918,0.65269214,0.56165487,0.558195,-0.29992235,0.47936422,0.53483087,0.3217761,0.3278135,0.33187342,0.38577938,0.39401937,0.3937894,0.3724292,0.34166253,0.28385,0.12298672,0.17309652,-0.9847437,1.4145504236221313,1.031095266342163
Mbd5,0.7747496,0.4490643,0.3590808,0.48347068,-0.987787,0.22945403,0.24148609,0.105863675,0.075144544,-0.051774472,-0.0077552646,-0.09514384,-0.16281833,-0.20859674,-0.23675047,-0.273867,-0.3470472,-0.21211591,-0.9132944,0.5009880661964417,0.2719317376613617
