,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Z1,Z2
Myo1e,-0.7051778,-0.5292562,-0.4917984,-0.45219898,-0.40557,-0.35496792,-0.30839306,-0.27469483,-0.2548015,-0.23797502,-0.20917344,-0.15625626,-0.071293324,0.04699269,0.18408601,0.29211542,0.2889466,0.07926144,-0.30634964,0.7905911207199097,-0.11486172676086426
Gm26740,-0.4192337,-0.22263506,-0.12796788,-0.039466284,0.03921403,0.099512845,0.13678,0.15249321,0.15235478,0.14481153,0.14025702,0.14938799,0.18108384,0.2374002,0.29921803,0.30906436,0.18126309,-0.1595804,-0.5207864,0.12248611450195312,-0.24997584521770477
Lilrb4a,-0.79541606,-0.7360387,-0.7304188,-0.72447765,-0.7135958,-0.6996489,-0.6809639,-0.65667546,-0.629895,-0.6063417,-0.59104085,-0.58705395,-0.5945254,-0.6031272,-0.5854373,-0.50968504,-0.3594384,-0.14483362,0.08361998,2.5378432273864746,-0.36271411180496216
Lyz2,-0.82438064,-0.671925,-0.65091294,-0.6312542,-0.6069034,-0.5778507,-0.54645574,-0.51630366,-0.4918592,-0.47721562,-0.46893108,-0.44955054,-0.39581755,-0.29230392,-0.13730268,0.050284326,0.21743,0.27801758,0.13671699,1.3940622806549072,-0.1967751830816269
Cd63,-0.6641601,-0.48370743,-0.438397,-0.3906853,-0.3363198,-0.28030014,-0.23256792,-0.20071104,-0.18204997,-0.16510305,-0.13720976,-0.08790579,-0.0095565505,0.09901366,0.2218644,0.3073583,0.2715296,0.020059496,-0.37133884,0.6651085615158081,-0.13911393284797668
Ccl3,-0.7815504,-0.6167822,-0.59139436,-0.56527776,-0.5331615,-0.49607295,-0.45759496,-0.42361227,-0.4004096,-0.38678363,-0.36829656,-0.32515702,-0.24324356,-0.117585585,0.043293,0.20460218,0.29438964,0.2203359,-0.08502956,1.101959228515625,-0.09125025570392609
Tanc2,0.462362,0.3873585,0.40488988,0.42384908,0.43567258,0.4365226,0.42540076,0.40409684,0.3766319,0.34837973,0.32487327,0.3097838,0.3009702,0.28351682,0.22119766,0.052242145,-0.24309525,-0.51622856,-0.6520628,-1.3498165607452393,0.18576675653457642
Rad51b,-0.25986224,-0.073123015,0.03743173,0.13278702,0.20879382,0.26031953,0.28590974,0.2883371,0.27378803,0.25108415,0.23055446,0.22253698,0.23575085,0.27171218,0.31057784,0.2961031,0.14302868,-0.21045454,-0.5515967,-0.1412140429019928,-0.168290913105011
Numb,0.7869829,0.416607,0.29179826,0.22897768,0.19953603,0.18606278,0.17776434,0.16806328,0.15229672,0.12591091,0.08341858,0.018817708,-0.07111661,-0.18054777,-0.29172534,-0.38392282,-0.44655126,-0.48131692,-0.4952996,-2.338125228881836,0.5864294171333313
Elmo1,0.884797,0.3919909,0.20902759,0.11882749,0.08167255,0.06848596,0.05652158,0.02813121,-0.027981356,-0.11245462,-0.21193087,-0.30490002,-0.37512356,-0.41858885,-0.43955055,-0.44415507,-0.43720296,-0.421396,-0.3972535,-2.915907859802246,0.8747298121452332
Lrmda,0.08352268,0.19675454,0.29644147,0.37303656,0.42450863,0.4501927,0.45164376,0.43301064,0.40066218,0.36253777,0.3273604,0.30380622,0.29831988,0.30850887,0.31043008,0.24892607,0.037440024,-0.32476294,-0.60500836,-0.6773773431777954,-0.04770120978355408
Ctsb,-0.75792265,-0.5864055,-0.55520356,-0.5232916,-0.48524654,-0.4424128,-0.3997219,-0.3648931,-0.3431203,-0.32830623,-0.30382174,-0.2531705,-0.16608405,-0.040019188,0.113346696,0.25289464,0.3009881,0.16343215,-0.1910474,0.9696967005729675,-0.2215721756219864
Csmd3,0.8622367,0.39894152,0.22970408,0.14541495,0.10922918,0.095448986,0.08505663,0.0637746,0.021495633,-0.04606182,-0.13414988,-0.22848135,-0.31181452,-0.3732401,-0.41112614,-0.429351,-0.43281853,-0.4252532,-0.40864486,-2.754715919494629,0.8152366280555725
Trps1,-0.7769022,-0.6106424,-0.584059,-0.5567628,-0.5234463,-0.485178,-0.44575936,-0.41147703,-0.38855648,-0.3747555,-0.35487312,-0.30970967,-0.22613335,-0.09984554,0.059850007,0.21669698,0.2973146,0.20895037,-0.10921182,1.0726597309112549,-0.1232815682888031
Pvt1,-0.83632666,-0.6937439,-0.6746438,-0.6578374,-0.6369871,-0.61135626,-0.58264875,-0.5542801,-0.5300834,-0.5140486,-0.5073017,-0.49936673,-0.46677783,-0.38679385,-0.24947834,-0.06363939,0.13176979,0.25931987,0.22266847,1.5686732530593872,-0.23518861830234528
H2-K1,-0.84034693,-0.70860577,-0.69111073,-0.6764932,-0.6583832,-0.6355334,-0.60875416,-0.58128893,-0.5571169,-0.539958,-0.53255635,-0.5305599,-0.51480705,-0.45853958,-0.34371406,-0.16996345,0.036589764,0.21059671,0.25706464,1.7312535047531128,-0.2737657427787781
H2-D1,-0.7921743,-0.7362387,-0.7312849,-0.7257016,-0.7149471,-0.70116293,-0.6827268,-0.65861845,-0.6317946,-0.60799146,-0.5923612,-0.5880536,-0.59542364,-0.60485095,-0.58949107,-0.51709783,-0.37009066,-0.15714812,0.07317442,2.572288990020752,-0.35885924100875854
Gm42418,1.0025927,0.32518733,0.06234339,-0.05044573,-0.07421067,-0.071682245,-0.10685235,-0.2186815,-0.37554282,-0.5027423,-0.56954855,-0.5914711,-0.58891964,-0.57427645,-0.554723,-0.534853,-0.5174619,-0.5025116,-0.4830213,-4.674864292144775,1.4302375316619873
Rftn1,-0.7773627,-0.73698556,-0.734827,-0.7307364,-0.72041285,-0.70715904,-0.6896705,-0.66634023,-0.6394211,-0.6146202,-0.59759784,-0.5919064,-0.5986038,-0.610703,-0.60405993,-0.54506415,-0.41163403,-0.20668258,0.029094785,2.7215805053710938,-0.37301284074783325
Malat1,-0.821385,-0.66690516,-0.64509904,-0.6245685,-0.5992854,-0.56935143,-0.53720903,-0.5065392,-0.48206523,-0.46769753,-0.45860827,-0.43619376,-0.3779681,-0.27016345,-0.11265819,0.07349685,0.23242146,0.27678323,0.112154245,1.3568165302276611,-0.2192462831735611
Neat1,-0.7351771,-0.5624764,-0.5297072,-0.49531496,-0.45417464,-0.40826342,-0.36374503,-0.32915565,-0.30823267,-0.29251438,-0.2655599,-0.21288136,-0.12553258,-0.0017095506,0.14557037,0.27215803,0.2982066,0.12878707,-0.24265933,0.893256664276123,-0.12370692193508148
